t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
41,-61.45468026,-60.33829536,-59.28756802,-58.25584352,-57.22829837,-56.20112291,-55.17344271,-54.14501519,-53.11570109,-52.08535908,-51.05382323,-50.02089362,-48.98632688,-47.94982424,-46.91101541,-45.86943643,-44.82449862,-43.77544365,-42.72127621,-41.66065772,-40.59172747,-39.51177938,-38.41664849,-37.29956499,-36.14928082,-34.9480075,-33.67193906,-32.30015688,-30.8354379,-29.32467927,-27.8514433,-26.49687139,-25.30672689,-24.28956659,-23.43201806,-22.71268463,-22.10968027,-21.60358963,-21.17816853,-20.82014807,-20.51877006
42,-61.45399985,-60.33540596,-59.28358212,-58.25138538,-57.22359253,-56.19622117,-55.16834277,-54.13969955,-53.11014653,-52.07953797,-51.04770313,-50.01443618,-48.97948646,-47.94254601,-46.90323282,-45.86106769,-44.81544179,-43.76556943,-42.71041681,-41.64858873,-40.57813588,-39.49620289,-38.39835734,-37.27734395,-36.12109725,-34.91072241,-33.62161116,-32.23377782,-30.75398322,-29.23479353,-27.76278784,-26.41727304,-25.23991997,-24.23602824,-23.39057577,-22.68162253,-22.08727389,-21.58830495,-21.16870699,-20.81543182,-20.51790941
43,-61.4533252,-60.33253423,-59.27960719,-58.24693037,-57.21888589,-56.19131713,-55.16323982,-54.13438036,-53.1045878,-52.07371196,-51.04157722,-50.00797179,-48.97263763,-47.93525749,-46.89543744,-45.85268285,-44.80636434,-43.75566819,-42.69952106,-41.63646909,-40.56447018,-39.48051106,-38.37987426,-37.25478772,-36.09232839,-34.87248284,-33.5699428,-32.1659409,-30.67153534,-29.14489498,-27.67509389,-26.33917398,-25.17470116,-24.18390771,-23.35028578,-22.65144014,-22.06550338,-21.57345103,-21.15950886,-20.81084487,-20.51707197
44,-61.45265608,-60.32967971,-59.27564315,-58.24247855,-57.21417852,-56.1864108,-55.15813386,-54.12905761,-53.09902489,-52.06788105,-51.03544548,-50.00150042,-48.96578035,-47.92795861,-46.88762921,-45.8442818,-44.79726607,-43.74573964,-42.68858845,-41.62429783,-40.55072851,-39.4647,-38.36119111,-37.23188067,-36.06294868,-34.83325825,-33.5169197,-32.09668118,-30.5881874,-29.0550877,-27.58841628,-26.2625677,-25.11102744,-24.1331513,-23.31109828,-22.62209708,-22.04433885,-21.55900744,-21.15056168,-20.80638115,-20.51625667
45,-61.45199227,-60.32684195,-59.27168992,-58.23802999,-57.20947045,-56.1815022,-55.1530249,-54.12373128,-53.0934578,-52.0620452,-51.02930789,-49.99502203,-48.95891458,-47.92064931,-46.87980804,-45.83586441,-44.78814678,-43.73578346,-42.67761846,-41.61207398,-40.53690887,-39.44876556,-38.34229936,-37.20860656,-36.03293217,-34.79301912,-33.46253123,-32.02603878,-30.50403382,-28.96547004,-27.50280201,-26.18744356,-25.0488558,-24.08370757,-23.27296624,-22.59355556,-22.02375234,-21.54495512,-21.14185382,-20.80203501,-20.51546249
46,-61.45133356,-60.32402051,-59.26774739,-58.23358473,-57.20476173,-56.17659133,-55.14791292,-54.11840137,-53.08788651,-52.0562044,-51.02316442,-49.9885366,-48.95204026,-47.91332954,-46.87197384,-45.82743056,-44.7790063,-43.72579933,-42.66661051,-41.59979649,-40.5230092,-39.43270338,-38.32319001,-37.18494854,-36.00225267,-34.75173713,-33.40677053,-31.9540586,-30.41916954,-28.87613436,-27.41829082,-26.11378731,-24.98814347,-24.03552721,-23.23584525,-22.56578006,-22.00371769,-21.53127627,-21.13337442,-20.79780114,-20.5146885
47,-61.45067974,-60.32121497,-59.26381548,-58.22914282,-57.20005239,-56.17167821,-55.14279793,-54.11306787,-53.082311,-52.05035865,-51.01701506,-49.98204409,-48.94515737,-47.90599924,-46.86412652,-45.81898011,-44.76984441,-43.71578693,-42.65556405,-41.58746429,-40.50902729,-39.41650883,-38.30385363,-37.16088918,-35.97088374,-34.7093853,-33.3496346,-31.88078999,-30.33368945,-28.78716694,-27.33491575,-26.04158177,-24.92884816,-23.98856306,-23.19969335,-22.53873726,-21.98421041,-21.51795422,-21.12511332,-20.79367459,-20.51393383
48,-61.45003065,-60.31842493,-59.25989408,-58.22470432,-57.19534249,-56.16676286,-55.13767992,-54.10773077,-53.07673127,-52.04450791,-51.01085977,-49.97554448,-48.93826585,-47.89865834,-46.856266,-45.81051293,-44.76066091,-43.70574592,-42.64447848,-41.57507624,-40.49496082,-39.40017705,-38.28428034,-37.1364105,-35.93879887,-34.66593817,-33.29112432,-31.80628641,-30.24768773,-28.69864789,-27.25270365,-25.97080722,-24.87092819,-23.94276999,-23.16447087,-22.5123958,-21.96520753,-21.50497337,-21.11706101,-20.78965074,-20.51319763
49,-61.44938609,-60.31565,-59.2559831,-58.22026926,-57.19063207,-56.1618453,-55.13255889,-54.10239006,-53.0711473,-52.03865217,-51.00469855,-49.96903774,-48.93136567,-47.89130679,-46.84839219,-45.8020289,-44.75145559,-43.69567595,-42.63335319,-41.56263116,-40.48080736,-39.38370291,-38.26445979,-37.11149399,-35.90597154,-34.62137195,-33.23124456,-31.73060503,-30.16125739,-28.61065117,-27.17167575,-25.90144187,-24.81434266,-23.89810486,-23.13014028,-22.48672618,-21.94668747,-21.49231908,-21.10920856,-20.78572523,-20.51247915
50,-61.44874592,-60.3128898,-59.25208243,-58.21583769,-57.18592117,-56.15692553,-55.12743485,-54.09704574,-53.06555908,-52.03279142,-50.99853135,-49.96252382,-48.92445678,-47.88394452,-46.84050499,-45.79352787,-44.74222825,-43.68557667,-42.62218753,-41.5501278,-40.46656433,-39.367081,-38.24438118,-37.08612065,-35.8723753,-34.57566467,-33.17000409,-31.65380636,-30.07448968,-28.5232447,-27.09184811,-25.83346227,-24.75905152,-23.85452642,-23.09666606,-22.4617006,-21.92862994,-21.47997758,-21.1015476,-20.78189398,-20.51177766
51,-61.44810998,-60.31014395,-59.24819196,-58.21140965,-57.18120982,-56.15200357,-55.1223078,-54.09169779,-53.0599666,-52.02692563,-50.99235817,-49.95600271,-48.91753913,-47.87657147,-46.83260433,-45.78500971,-44.73297865,-43.67544771,-42.61098083,-41.53756486,-40.45222902,-39.35030563,-38.22403324,-37.06027098,-35.83798388,-34.52879632,-33.10741564,-31.57595386,-29.98747371,-28.43649041,-27.01323219,-25.76684361,-24.70501564,-23.81199526,-23.06401456,-22.43729283,-21.91101586,-21.46793594,-21.09407024,-20.77815313,-20.51109246
52,-61.44747813,-60.30741212,-59.24431158,-58.20698516,-57.17649808,-56.14707944,-55.11717772,-54.08634621,-53.05436984,-52.0210548,-50.98617898,-49.94947436,-48.91061269,-47.86918757,-46.82469009,-45.77647427,-44.72370657,-43.6652887,-42.59973242,-41.52494096,-40.43779856,-39.33337083,-38.20340426,-37.03392507,-35.80277133,-34.48074899,-33.0434958,-31.49711347,-29.90029603,-28.35044448,-26.93583525,-25.70156005,-24.65219693,-23.77047369,-23.03215391,-22.41347813,-21.89382724,-21.45618199,-21.08676906,-20.77449908,-20.51042291
53,-61.44685024,-60.30469395,-59.2404412,-58.20256427,-57.17178597,-56.14215315,-55.11204462,-54.08099099,-53.04876878,-52.0151789,-50.97999375,-49.94293876,-48.90367741,-47.86179277,-46.8167622,-45.76792142,-44.71441179,-43.65509923,-42.58844156,-41.51225468,-40.42326996,-39.3162703,-38.18248204,-37.0070626,-35.76671207,-34.43150697,-32.97826497,-31.41735327,-29.81304031,-28.2651575,-26.85966077,-25.63758494,-24.60055828,-23.72992573,-23.00105388,-22.39023312,-21.87704711,-21.44470423,-21.07963708,-20.7709284,-20.50976841
54,-61.44622617,-60.30198911,-59.23658069,-58.19814699,-57.16707353,-56.13722472,-55.10690851,-54.07563212,-53.04316343,-52.00929791,-50.97380246,-49.93639585,-48.89673323,-47.854387,-46.80882055,-45.759351,-44.70509408,-43.64487891,-42.57710751,-41.49950451,-40.40864004,-39.29899747,-38.16125395,-36.97966291,-35.72978101,-34.38105686,-32.91174726,-31.336743,-29.72578702,-28.18067474,-26.78470893,-25.57489108,-24.55006369,-23.69031695,-22.97068577,-22.36753569,-21.86065947,-21.43349186,-21.07266769,-20.76743788,-20.50912838
55,-61.44560581,-60.29929729,-59.23272996,-58.19373335,-57.16236081,-56.13229416,-55.10176938,-54.07026959,-53.03755376,-52.00341182,-50.96760509,-49.92984562,-48.88978012,-47.84697018,-46.80086505,-45.75076287,-44.69575318,-43.63462733,-42.56572949,-41.48668885,-40.39390546,-39.28154543,-38.13970688,-36.95170502,-35.69195367,-34.3293877,-32.84397037,-31.2553537,-29.63861323,-28.09703634,-26.71097689,-25.51345087,-24.5006782,-23.65161449,-22.94102236,-22.34536492,-21.84464917,-21.42253462,-21.06585467,-20.76402447,-20.50850227
56,-61.44498904,-60.29661817,-59.22888888,-58.18932338,-57.15764784,-56.12736149,-55.09662722,-54.0649034,-53.03193976,-51.99752061,-50.9614016,-49.92328802,-48.88281804,-47.83954227,-46.7928956,-45.74215688,-44.68638886,-43.62434404,-42.55430668,-41.47380606,-40.37906272,-39.26390696,-38.1178273,-36.92316768,-35.65320628,-34.27649104,-32.77496545,-31.17325727,-29.5515924,-28.01427764,-26.63845921,-25.45323653,-24.45236796,-23.6137869,-22.91203777,-22.32370098,-21.82900189,-21.41182286,-21.05919213,-20.76068531,-20.50788958
57,-61.44437575,-60.29395146,-59.22505735,-58.18491709,-57.15293464,-56.12242673,-55.09148205,-54.05953353,-53.02632142,-51.99162426,-50.95519199,-49.91672302,-48.87584692,-47.83210318,-46.7849121,-45.73353287,-44.67700086,-43.61402861,-42.54283822,-41.46085438,-40.36410813,-39.24607452,-38.09560123,-36.89402946,-35.61351587,-34.222361,-32.70476695,-31.09052614,-29.46479424,-27.93242941,-26.56714814,-25.3942202,-24.40510016,-23.57680415,-22.8837074,-22.3025251,-21.81370409,-21.40134742,-21.05267449,-20.75741765,-20.50728982
58,-61.44376584,-60.29129686,-59.22123525,-58.18051451,-57.14822127,-56.11748989,-55.08633385,-54.05415998,-53.02069873,-51.98572275,-50.94897622,-49.9101506,-48.86886673,-47.82465285,-46.77691444,-45.72489068,-44.66758892,-43.60368058,-42.53132323,-41.44783198,-40.34903782,-39.22804023,-38.07301428,-36.86426872,-35.57286039,-34.16699436,-32.63341242,-31.00723281,-29.37828463,-27.85151813,-26.49703389,-25.33637408,-24.35884309,-23.54063748,-22.85600788,-22.28181943,-21.79874291,-21.39109962,-21.04629647,-20.75421893,-20.50670252
59,-61.44315922,-60.2886541,-59.21742247,-58.17611564,-57.14350774,-56.11255098,-55.08118264,-54.04878274,-53.01507166,-51.97981607,-50.94275426,-49.90357071,-48.86187741,-47.81719121,-46.76890253,-45.71623015,-44.65815277,-43.59329946,-42.51976078,-41.43473694,-40.33384772,-39.20979587,-38.05005163,-36.83386377,-35.53121878,-34.11039059,-32.56094233,-30.92344957,-29.29212552,-27.77156631,-26.42810494,-25.27967053,-24.31356608,-23.50525943,-22.82891693,-22.26156707,-21.78410618,-21.38107126,-21.04005306,-20.7510867,-20.50612725
60,-61.44255578,-60.28602291,-59.21361891,-58.17172049,-57.1387941,-56.10761002,-55.0760284,-54.04340181,-53.00944022,-51.9739042,-50.9365261,-49.89698333,-48.85487893,-47.80971819,-46.76087626,-45.70755112,-44.64869214,-43.58288476,-42.50814991,-41.42156722,-40.31853356,-39.19133289,-38.02669807,-36.80279283,-35.48857112,-34.05255188,-32.48739988,-30.83924816,-29.20637496,-27.69259272,-26.36034824,-25.22408215,-24.2692395,-23.47064369,-22.80241335,-22.24175193,-21.76978234,-21.37125453,-21.03393952,-20.74801863,-20.50556359
61,-61.44195544,-60.28340301,-59.20982444,-58.16732909,-57.13408036,-56.10266702,-55.07087115,-54.03801717,-53.00380438,-51.96798711,-50.9302917,-49.89038841,-48.84787122,-47.80223372,-46.75283551,-45.69885342,-44.63920675,-43.57243597,-42.49648958,-41.40832071,-40.30309087,-39.17264238,-38.00293802,-36.77103415,-35.44489869,-33.99348317,-32.41283074,-30.75469942,-29.12108705,-27.61461268,-26.29374945,-25.16958187,-24.22583472,-23.43676512,-22.77647696,-22.22235873,-21.75576038,-21.36164202,-21.02795133,-20.74501251,-20.50501115
62,-61.44135811,-60.28079415,-59.20603895,-58.16294143,-57.12936657,-56.09772201,-55.06571088,-54.03262881,-52.99816413,-51.96206479,-50.92405105,-49.88378592,-48.84085425,-47.79473772,-46.74478019,-45.69013687,-44.62969631,-43.56195255,-42.48477875,-41.39499518,-40.28751497,-39.15371511,-37.97875552,-36.73856605,-35.40018406,-33.93319219,-32.33728285,-30.66987303,-29.03631203,-27.53763832,-26.22829314,-25.11614299,-24.1833241,-23.40359962,-22.75108849,-22.20337291,-21.74202989,-21.3522267,-21.0220842,-20.74206625,-20.50446955
63,-61.44076372,-60.2781961,-59.20226234,-58.15855752,-57.12465275,-56.09277499,-55.06054759,-54.02723673,-52.99251946,-51.95613722,-50.91780412,-49.87717583,-48.83382795,-47.78723013,-46.73671019,-45.68140131,-44.62016051,-43.55143396,-42.47301629,-41.38158828,-40.27180096,-39.1345415,-37.95413428,-36.70536699,-35.35441119,-33.87168938,-32.26080619,-30.58483725,-28.95209631,-27.46167886,-26.16396294,-25.06373925,-24.14168097,-23.37112413,-22.72622957,-22.18478062,-21.72858091,-21.34300186,-21.01633406,-20.73917784,-20.50393843
64,-61.44017217,-60.2756086,-59.19849449,-58.15417737,-57.11993893,-56.08782598,-55.05538128,-54.02184093,-52.98687035,-51.95020438,-50.91155087,-49.8705581,-48.82679228,-47.77971087,-46.72862538,-45.67264655,-44.61059905,-43.5408796,-42.46120106,-41.36809757,-40.25594371,-39.1151116,-37.92905768,-36.67141561,-35.30756553,-33.80898793,-32.18345248,-30.49965869,-28.86848255,-27.3867408,-26.10074176,-25.01234483,-24.1008796,-23.33931658,-22.70188268,-22.16656867,-21.71540398,-21.33396114,-21.01069701,-20.7363454,-20.50341746
65,-61.43958341,-60.27303142,-59.1947353,-58.14980097,-57.11522514,-56.08287499,-55.05021195,-54.01644138,-52.9812168,-51.94426625,-50.90529129,-49.86393269,-48.81974719,-47.77217987,-46.72052566,-45.6638724,-44.60101161,-43.53028889,-42.44933182,-41.35452047,-40.23993787,-39.09541514,-37.90350882,-36.63669084,-35.25963406,-33.74510371,-32.10527501,-30.41440208,-28.7855098,-27.31282821,-26.03861184,-24.96193445,-24.06089514,-23.30815579,-22.67803107,-22.14872448,-21.7024901,-21.32509845,-21.00516936,-20.7335671,-20.5029063
66,-61.43899735,-60.27046434,-59.19098464,-58.14542832,-57.11051139,-56.07792205,-55.04503961,-54.01103809,-52.97555878,-51.93832282,-50.89902535,-49.85729957,-48.81269263,-47.76463704,-46.71241091,-45.65507868,-44.59139786,-43.5196612,-42.43740732,-41.34085428,-40.22377785,-39.07544151,-37.87747049,-36.60117191,-35.21060541,-33.68005527,-32.02632833,-30.32913009,-28.70321359,-27.2399429,-25.97755497,-24.91248334,-24.02170365,-23.27762149,-22.65465875,-22.13123603,-21.68983067,-21.31640802,-20.99974758,-20.73084122,-20.50240466
67,-61.43841393,-60.26790715,-59.18724242,-58.14105943,-57.10579772,-56.07296715,-55.03986425,-54.00563105,-52.96989628,-51.93237406,-50.89275301,-49.85065871,-48.80562854,-47.75708232,-46.70428102,-45.6462652,-44.58175746,-43.50899589,-42.4254262,-41.32709617,-40.20745783,-39.05517974,-37.8509253,-36.56483848,-35.16046991,-33.6138637,-31.94666804,-30.2439032,-28.62162605,-27.16808466,-25.91755253,-24.86396725,-23.98328202,-23.24769424,-22.63175043,-22.11409187,-21.67741749,-21.30788432,-20.99442831,-20.7281661,-20.50191222
68,-61.43783308,-60.26535962,-59.18350852,-58.13669429,-57.10108416,-56.06801033,-55.03468588,-54.00022024,-52.9642293,-51.92641996,-50.88647427,-49.84401005,-48.79855487,-47.74951561,-46.69613585,-45.63743176,-44.57209006,-43.49829227,-42.41338708,-41.31324319,-40.19097174,-39.03461853,-37.82385558,-36.52767065,-35.10921963,-33.54655263,-31.86635052,-30.15877955,-28.54077607,-27.09725145,-25.85858566,-24.81636253,-23.94560795,-23.21835538,-22.60929149,-22.09728105,-21.66524274,-21.29952207,-20.98920832,-20.72554017,-20.50142871
69,-61.43725474,-60.26282155,-59.17978283,-58.1323329,-57.09637071,-56.06305158,-55.02950449,-53.99480567,-52.95855781,-51.92046049,-50.88018908,-49.83735357,-48.79147157,-47.74193686,-46.68797529,-45.62857815,-44.5623953,-43.48754964,-42.40128849,-41.29929223,-40.17431325,-39.01374626,-37.79624351,-36.48964904,-35.05684848,-33.47814812,-31.78543269,-30.07381482,-28.46068945,-27.02743957,-25.80063527,-24.76964606,-23.90865996,-23.18958703,-22.58726792,-22.0807931,-21.65329892,-21.29131624,-20.98408455,-20.72296193,-20.50095386
70,-61.43667884,-60.26029274,-59.17606525,-58.12797524,-57.09165741,-56.05809093,-55.02432009,-53.98938732,-52.9528818,-51.91449563,-50.87389742,-49.83068923,-48.78437857,-47.73434596,-46.6797992,-45.61970417,-44.55267281,-43.47676727,-42.38912891,-41.28524005,-40.1574758,-38.99255097,-37.76807112,-36.4507549,-35.00335223,-33.40867853,-31.7039718,-29.98906217,-28.38138902,-26.95864385,-25.7436822,-24.72379531,-23.87241731,-23.16137202,-22.56566633,-22.06461802,-21.6415789,-21.28326202,-20.97905407,-20.72042994,-20.50048742
71,-61.43610533,-60.257773,-59.17235567,-58.12362131,-57.08694428,-56.05312839,-55.01913268,-53.98396518,-52.94720126,-51.90852537,-50.86759927,-49.82401699,-48.77727584,-47.72674285,-46.67160748,-45.6108096,-44.54292219,-43.46594439,-42.37690673,-41.27108328,-40.14045257,-38.97102039,-37.73932032,-36.41097013,-34.94872858,-33.33817447,-31.62202517,-29.90457216,-28.30289484,-26.89085779,-25.68770722,-24.67878833,-23.83686,-23.13369386,-22.54447388,-22.04874624,-21.63007584,-21.2753548,-20.97411406,-20.71794281,-20.50002912
72,-61.43553415,-60.25526214,-59.16865399,-58.1192711,-57.08223133,-56.04816397,-55.01394226,-53.97853925,-52.94151618,-51.90254969,-50.86129459,-49.81733681,-48.77016331,-47.71912743,-46.66339997,-45.60189422,-44.53314305,-43.45508022,-42.36462027,-41.25681835,-40.12323647,-38.94914195,-37.70997292,-36.37027734,-34.89297717,-33.26666864,-31.53964997,-29.82039272,-28.22522432,-26.82407372,-25.63269112,-24.63460372,-23.80196873,-23.10653672,-22.52367828,-22.03316858,-21.61878318,-21.26759018,-20.96926184,-20.71549923,-20.49957874
73,-61.43496524,-60.25275997,-59.1649601,-58.1149246,-57.07751859,-56.04319768,-55.00874882,-53.97310952,-52.93582653,-51.89656856,-50.85498336,-49.81064866,-48.76304092,-47.71149962,-46.65517655,-45.59295781,-44.52333497,-43.4441739,-42.35226779,-41.24244159,-40.10582016,-38.92690275,-37.6800107,-36.32865998,-34.8360996,-33.19419571,-31.45690306,-29.73656913,-28.14839238,-26.75828291,-25.57861478,-24.59122067,-23.76772491,-23.0798854,-22.50326774,-22.01787626,-21.60769468,-21.25996394,-20.96449482,-20.71309793,-20.49913605
74,-61.43439855,-60.25026632,-59.16127389,-58.1105818,-57.07280607,-56.03822954,-55.00355238,-53.96767598,-52.93013232,-51.89058196,-50.84866555,-49.80395248,-48.75590862,-47.70385934,-46.64693709,-45.58400014,-44.51349752,-43.43322458,-42.33984744,-41.22794913,-40.08819604,-38.90428961,-37.64941543,-36.28610232,-34.7780995,-33.12079222,-31.37384074,-29.653144,-28.07241161,-26.69347573,-25.52545918,-24.54861892,-23.73411058,-23.05372527,-22.48323093,-22.00286087,-21.59680431,-21.25247202,-20.95981056,-20.71073771,-20.49870083
75,-61.43383403,-60.247781,-59.15759527,-58.10624267,-57.0680938,-56.03325956,-54.99835293,-53.96223863,-52.92443351,-51.88458988,-50.84234113,-49.79724825,-48.74876634,-47.6962065,-46.63868144,-45.57502096,-44.50363024,-43.42223136,-42.32735732,-41.21333695,-40.07035624,-38.88128909,-37.6181689,-36.24258959,-34.71898249,-33.04649637,-31.29051856,-29.5701573,-27.99729244,-26.62964175,-25.47320548,-24.50677878,-23.7011084,-23.02804228,-22.463557,-21.98811434,-21.58610632,-21.24511057,-20.95520667,-20.7084174,-20.49827287
76,-61.43327163,-60.24530387,-59.15392412,-58.10190722,-57.06338178,-56.02828775,-54.99315047,-53.95679745,-52.9187301,-51.8785923,-50.83601008,-49.79053592,-48.74161404,-47.68854102,-46.63040946,-45.56602003,-44.49373269,-43.41119327,-42.3147954,-41.19860085,-40.05229263,-38.85788746,-37.586253,-36.19810797,-34.65875621,-32.97134794,-31.2069912,-29.48764639,-27.92304323,-26.56676984,-25.421835,-24.46568109,-23.66870166,-23.00282293,-22.44423552,-21.97362891,-21.5755952,-21.23787586,-20.95068089,-20.70613588,-20.49785197
77,-61.43271131,-60.24283474,-59.15026036,-58.09757542,-57.05867003,-56.02331413,-54.987945,-53.95135244,-52.91302207,-51.87258919,-50.82967236,-49.78381545,-48.73445165,-47.68086279,-46.622121,-45.5569971,-44.48380437,-43.40010934,-42.3021596,-41.18373648,-40.0339968,-38.83407074,-37.55364969,-36.15264472,-34.59743033,-32.89538813,-31.12331226,-29.40564603,-27.84967048,-26.50484828,-25.37132931,-24.42530725,-23.63687423,-22.97805421,-22.42525649,-21.95939716,-21.56526564,-21.23076432,-20.94623104,-20.70389209,-20.49743794
78,-61.432153,-60.24037345,-59.14660388,-58.09324725,-57.05395857,-56.0183387,-54.98273652,-53.94590358,-52.90730942,-51.86658053,-50.82332794,-49.7770868,-48.72727912,-47.67317173,-46.61381592,-45.5479519,-44.47384479,-43.38897854,-42.28944773,-41.1687393,-40.01546009,-38.80982471,-37.52034113,-36.10618819,-34.53501649,-32.81865934,-31.03953416,-29.32418846,-27.77717892,-26.44386481,-25.32167021,-24.38563917,-23.60561053,-22.95372361,-22.40661028,-21.94541196,-21.55511256,-21.22377253,-20.94185504,-20.70168499,-20.49703059
79,-61.43159668,-60.23791987,-59.14295459,-58.0889227,-57.04924741,-56.01336148,-54.97752504,-53.94045088,-52.90159211,-51.8605663,-50.8169768,-49.77034993,-48.72009637,-47.66546774,-46.60549406,-45.53888416,-44.46385342,-43.37779979,-42.27665749,-41.15360457,-39.99667356,-38.78513494,-37.48630965,-36.05872789,-34.47152833,-32.7412051,-30.95570797,-29.24330345,-27.70557167,-26.38380677,-25.27283976,-24.3466593,-23.57489552,-22.92981908,-22.38828764,-21.93166643,-21.54513107,-21.2168972,-20.93755086,-20.69951361,-20.49662974
80,-61.4310423,-60.23547382,-59.13931237,-58.08460175,-57.04453657,-56.00838248,-54.97231056,-53.93499433,-52.89587015,-51.85454648,-50.8106189,-49.76360479,-48.71290335,-47.65775073,-46.59715527,-45.52979362,-44.45382973,-43.36657197,-42.26378651,-41.1383274,-39.97762804,-38.75998676,-37.45153783,-36.01025453,-34.40698145,-32.66306985,-30.87188331,-29.16301837,-27.63485032,-26.32466113,-25.22482032,-24.30835056,-23.54471468,-22.90632902,-22.37027968,-21.91815399,-21.53531647,-21.21013516,-20.93331658,-20.69737698,-20.49623523
81,-61.43048981,-60.23303517,-59.13567715,-58.08028438,-57.03982605,-56.0034017,-54.96709307,-53.92953391,-52.89014351,-51.84852105,-50.80425422,-49.75685135,-48.70569999,-47.65002061,-46.58879939,-45.52067997,-44.44377315,-43.3552939,-42.25083229,-41.12290269,-39.95831404,-38.73436535,-37.41600855,-35.96076009,-34.34139336,-32.5842988,-30.78810824,-29.08335827,-27.56501512,-26.26641458,-25.17759454,-24.27069641,-23.51505398,-22.88324226,-22.35257782,-21.9048683,-21.52566425,-21.20348338,-20.92915034,-20.69527419,-20.49584688
82,-61.42993917,-60.23060377,-59.13204882,-58.07597056,-57.03511587,-55.99841917,-54.96187258,-53.92406962,-52.88441219,-51.84248999,-50.79788273,-49.75008956,-48.69848624,-47.64227727,-46.58042625,-45.51154293,-44.4336831,-43.34396436,-42.23779223,-41.10732516,-39.93872186,-38.70825569,-37.379705,-35.91023787,-34.27478342,-32.50493779,-30.7044292,-29.00434594,-27.49606505,-26.20905354,-25.13114537,-24.23368076,-23.48589987,-22.86054803,-22.33517384,-21.89180326,-21.51617006,-21.19693892,-20.92505035,-20.69320437,-20.49546455
83,-61.42939035,-60.22817948,-59.12842729,-58.07166029,-57.03040604,-55.99343488,-54.95664909,-53.91860145,-52.87867615,-51.83645327,-50.79150439,-49.74331937,-48.69126202,-47.63452061,-46.57203569,-45.50238219,-44.42355897,-43.33258208,-42.22466362,-41.09158932,-39.91884153,-38.68164263,-37.34261077,-35.85868249,-34.20717284,-32.42503308,-30.62089091,-28.92600204,-27.42799793,-26.1525643,-25.08545608,-24.19728799,-23.45723927,-22.83823594,-22.31805979,-21.87895299,-21.50682972,-21.19049897,-20.92101489,-20.69116667,-20.49508807
84,-61.4288433,-60.22576216,-59.12481246,-58.06735353,-57.02569657,-55.98844886,-54.95142259,-53.91312939,-52.8729354,-51.83041088,-50.78511917,-49.73654075,-48.68402727,-47.62675053,-46.56362753,-45.49319743,-44.41340013,-43.32114572,-42.21144365,-41.07568951,-39.8986628,-38.65451088,-37.30470988,-35.80608998,-34.13858459,-32.34463124,-30.53753631,-28.84834514,-27.36081052,-26.09693299,-25.04051028,-24.16150296,-23.42905952,-22.816296,-22.30122804,-21.86631185,-21.49763921,-21.18416082,-20.9170423,-20.68916026,-20.4947173
